WORD,MEANING,AoAtestbased,AoArating,LWV,CDI,Morr,Floc
sing,tell a secret,12,4.1,12,24,#N/A,#N/A
sing away,to keep singing,10,,10,#N/A,#N/A,#N/A
sing out,to shout,4,,4,#N/A,#N/A,#N/A
singe,burn a little,8,11.4,8,#N/A,#N/A,#N/A
singer,one who sings,2,5.7,4,#N/A,#N/A,#N/A
single,not married,2,7.0,4,#N/A,#N/A,#N/A
single,one only,2,7.0,4,#N/A,#N/A,#N/A
single,one-base hit,6,7.0,6,#N/A,#N/A,#N/A
single file,column of one,4,,4,#N/A,#N/A,#N/A
single out,to choose from among others,10,,10,#N/A,#N/A,#N/A
single-handed,working alone,4,,4,#N/A,#N/A,#N/A
single-minded,has one purpose,8,,8,#N/A,#N/A,#N/A
singleness,oneness,8,10.1,8,#N/A,#N/A,#N/A
singles,"one on each ""team""",10,7.0,10,#N/A,#N/A,#N/A
singleton,only one of a suit,13,,13,#N/A,#N/A,#N/A
singletree,part of wagon,13,,13,#N/A,#N/A,#N/A
singly,one by one,6,,6,#N/A,#N/A,#N/A
singly,alone,12,,12,#N/A,#N/A,#N/A
singsong,in the same tone,14,7.7,16,#N/A,#N/A,#N/A
singular,no more than one,6,9.8,6,#N/A,#N/A,#N/A
singular,"odd, strange",12,9.8,12,#N/A,#N/A,#N/A
singular,unique,12,9.8,12,#N/A,#N/A,#N/A
singularly,unusually,12,,12,#N/A,#N/A,#N/A
sinister,threatening evil,10,10.8,10,#N/A,#N/A,#N/A
sink,to go under water,2,4.8,4,23,#N/A,0
sink,go down,2,4.8,4,23,#N/A,0
sink,for washing dishes,2,4.8,4,23,#N/A,0
sink,shoot down,6,4.8,6,23,#N/A,0
sink,to dig,12,4.8,12,23,#N/A,0
sink,to invest money  unprofitably,12,4.8,12,23,#N/A,0
sink,an evil place,13,4.8,13,23,#N/A,0
sink,to invest money profitably,14,4.8,16,23,#N/A,0
sinker,a lead weight,8,6.9,8,#N/A,#N/A,#N/A
sinker,a doughnut,12,6.9,12,#N/A,#N/A,#N/A
sinkhole,a place of corruption,12,11.5,12,#N/A,#N/A,#N/A
sinkhole,a drain opening,12,11.5,12,#N/A,#N/A,#N/A
sinking fund,a sum set aside to collect interest,12,,12,#N/A,#N/A,#N/A
sinking spell,turn for the worse,10,,10,#N/A,#N/A,#N/A
sinless,without evil,6,10.3,6,#N/A,#N/A,#N/A
sinner,person who does wrong,2,7.4,4,#N/A,#N/A,#N/A
sinuous,winding,14,,16,#N/A,#N/A,#N/A
sinus,cavity in skull,12,9.9,12,#N/A,#N/A,#N/A
sinusitis,inflammation of head cavities,12,14.0,12,#N/A,#N/A,#N/A
sip,drink a little,2,4.3,4,#N/A,#N/A,#N/A
siphon,sucking tube,10,11.9,10,#N/A,#N/A,#N/A
siphon,remove by suction,10,11.9,10,#N/A,#N/A,#N/A
sir,title of respect,4,5.8,4,#N/A,#N/A,#N/A
sir,a knight's title,8,5.8,8,#N/A,#N/A,#N/A
sire,father,8,10.9,8,#N/A,#N/A,#N/A
sire,a title of respect,10,10.9,10,#N/A,#N/A,#N/A
siren,police car horn,4,7.0,4,#N/A,#N/A,#N/A
siren,warning signal,6,7.0,6,#N/A,#N/A,#N/A
siren,temptress,12,7.0,12,#N/A,#N/A,#N/A
sirloin,choice cut of beef,6,10.8,6,#N/A,#N/A,#N/A
sirocco,a hot wind,14,16.5,16,#N/A,#N/A,#N/A
sirrah,a scornful address,12,,12,#N/A,#N/A,#N/A
sirup,sweet liquid,6,,6,#N/A,#N/A,#N/A
sis,word for sister,2,3.3,4,#N/A,#N/A,#N/A
sisal,a fiber for ropes,13,12.0,13,#N/A,#N/A,#N/A
sissy,a girlish boy,2,7.4,4,#N/A,#N/A,#N/A
sister,opposite of brother,2,3.3,4,27,#N/A,#N/A
sister,a nun,6,3.3,6,27,#N/A,#N/A
sisterhood,united group of women,4,9.5,4,#N/A,#N/A,#N/A
sister-in-law,brother's wife,4,,4,#N/A,#N/A,#N/A
sit,take a seat,2,3.4,4,19,#N/A,#N/A
sit,to hold a meeting,12,3.4,12,19,#N/A,#N/A
sit in on,to take part in,4,,4,#N/A,#N/A,#N/A
sit on,"to be on the jury, etc.",12,,12,#N/A,#N/A,#N/A
sit out,not to take part in,6,,6,#N/A,#N/A,#N/A
sitcom,a situation comedy,13,10.1,13,#N/A,#N/A,#N/A
sit-down,kind of strike,8,,8,#N/A,#N/A,#N/A
site,location,4,8.3,4,#N/A,#N/A,#N/A
sit-in,protest by sitting down,10,,10,#N/A,#N/A,#N/A
sitter,watches children,6,5.7,6,#N/A,#N/A,#N/A
sitteth,sits,12,,12,#N/A,#N/A,#N/A
sitting,keeping one's seat,4,3.4,4,#N/A,#N/A,#N/A
sitting,keeping one's seat,4,3.4,4,#N/A,#N/A,#N/A
sitting,a session,8,3.4,8,#N/A,#N/A,#N/A
sitting room,"a small living room, parlor",6,,6,#N/A,#N/A,#N/A
situated,placed,8,13.1,8,#N/A,#N/A,#N/A
situation,a place or location,6,9.2,6,#N/A,#N/A,#N/A
situation,condition,6,9.2,6,#N/A,#N/A,#N/A
situation,a job,12,9.2,12,#N/A,#N/A,#N/A
sitzbath,a sitting bath,12,,12,#N/A,#N/A,#N/A
six,two x three,2,3.6,4,#N/A,#N/A,#N/A
six,6,2,3.6,4,#N/A,#N/A,#N/A
sixfold,six times as much,10,,10,#N/A,#N/A,#N/A
sixfold,has six parts,12,,12,#N/A,#N/A,#N/A
sixpence,English coin,6,7.8,6,#N/A,#N/A,#N/A
sixshooter,kind of pistol,4,,4,#N/A,#N/A,#N/A
sixteen,2 x 8,4,5.5,4,#N/A,#N/A,#N/A
sixteenth,before 17th,4,,4,#N/A,#N/A,#N/A
sixth,between 5th and 7th,4,5.3,4,#N/A,#N/A,#N/A
sixtieth,60th,8,,8,#N/A,#N/A,#N/A
sixty,60,2,5.8,4,#N/A,#N/A,#N/A
sizable,fairly large,8,10.1,8,#N/A,#N/A,#N/A
size,how large it is,2,5.2,4,#N/A,#N/A,#N/A
size,"to coat with glue, starch",12,5.2,12,#N/A,#N/A,#N/A
size up,form idea about,10,,10,#N/A,#N/A,#N/A
sizing,a thing glue,14,5.2,16,#N/A,#N/A,#N/A
sizzle,frying noise,4,8.3,4,#N/A,#N/A,#N/A
skate,show with rollers,2,5.9,4,#N/A,#N/A,#N/A
skate,for sliding on ice,2,5.9,4,#N/A,#N/A,#N/A
skate,glide over ice,4,5.9,4,#N/A,#N/A,#N/A
skate,a fish,14,5.9,16,#N/A,#N/A,#N/A
skateboard,a board with skate wheels,4,6.9,4,#N/A,#N/A,#N/A
skater,a person who glides on ice,2,6.6,4,#N/A,#N/A,#N/A
skedaddle,go away,10,7.8,10,#N/A,#N/A,#N/A
skeet,clay target shooting,12,12.5,12,#N/A,#N/A,#N/A
skein,roll of yarn,13,11.2,13,#N/A,#N/A,#N/A
skeletal,of framework bones,8,9.4,8,#N/A,#N/A,#N/A
skeleton,bony framework,4,6.7,4,#N/A,#N/A,#N/A
skeleton,an outline,6,6.7,6,#N/A,#N/A,#N/A
skeleton key,opens many doors,6,,6,#N/A,#N/A,#N/A
skeptic,doubter,10,11.2,10,#N/A,#N/A,#N/A
skeptical,inclined to doubt,10,10.7,10,#N/A,#N/A,#N/A
skepticism,doubting,12,12.5,12,#N/A,#N/A,#N/A
sketch,rough drawing,6,8.1,6,#N/A,#N/A,#N/A
sketch,short play,10,8.1,10,#N/A,#N/A,#N/A
sketchbook,drawing pad,6,7.5,6,#N/A,#N/A,#N/A
sketchy,not complete,12,11.6,12,#N/A,#N/A,#N/A
skewbald,horse of many colors,14,,16,#N/A,#N/A,#N/A
skewed,twisted to side,12,,12,#N/A,#N/A,#N/A
skewer,for holding meat,12,8.9,12,#N/A,#N/A,#N/A
ski,"to slide on long, curved runners",4,7.2,4,#N/A,102.5,#N/A
skid,slide,6,8.2,6,#N/A,#N/A,#N/A
skiddoo,go away,12,,12,#N/A,#N/A,#N/A
skids,timbers for sliding heavy things,8,8.2,8,#N/A,#N/A,#N/A
skies,upper air and clouds,4,3.9,4,#N/A,#N/A,#N/A
skiff,light rowboat,12,13.2,12,#N/A,#N/A,#N/A
skiing,a snow sport,4,7.9,4,#N/A,#N/A,#N/A
skill,ability,4,7.6,4,#N/A,#N/A,#N/A
skilled,trained,4,8.7,4,#N/A,#N/A,#N/A
skillet,pan,4,8.3,4,#N/A,#N/A,#N/A
skillful,very able,4,,4,#N/A,#N/A,#N/A
skim,read fast,6,8.6,6,#N/A,#N/A,#N/A
skim,go over lightly,6,8.6,6,#N/A,#N/A,#N/A
skim,remove top part,6,8.6,6,#N/A,#N/A,#N/A
skimmed milk,milk without cream,6,,6,#N/A,#N/A,#N/A
skimp,to be very saving,10,10.7,10,#N/A,#N/A,#N/A
skimpy,too saving,10,10.7,10,#N/A,#N/A,#N/A
skin,outer covering,2,4.4,4,#N/A,#N/A,#N/A
skin,to scrape,4,4.4,4,#N/A,#N/A,#N/A
skin,take hide off,4,4.4,4,#N/A,#N/A,#N/A
skin,to rob of everything,12,4.4,12,#N/A,#N/A,#N/A
skin diver,diver without special equipment,6,,6,#N/A,#N/A,#N/A
skin-deep,shallow,10,,10,#N/A,#N/A,#N/A
skinflint,stingy person,8,15.1,8,#N/A,#N/A,#N/A
skinful,as much as you can hold,12,,12,#N/A,#N/A,#N/A
skink,a kind of lizard,14,,16,#N/A,#N/A,#N/A
skinned,scraped the skin off,4,4.4,4,#N/A,#N/A,#N/A
skinner,one who skins animals,6,,6,#N/A,#N/A,#N/A
skinner,a driver of horses,12,,12,#N/A,#N/A,#N/A
skinny,very thin,2,6.1,4,#N/A,#N/A,#N/A
skin-tight,close-fitting,4,,4,#N/A,#N/A,#N/A
skip,leap and jump,2,5.2,4,#N/A,#N/A,#N/A
skip,"hop on one foot, then the other",2,5.2,4,#N/A,#N/A,#N/A
skip,"a gay, dancing walk",2,5.2,4,#N/A,#N/A,#N/A
skip,bounce over surface,6,5.2,6,#N/A,#N/A,#N/A
skip,leave out,6,5.2,6,#N/A,#N/A,#N/A
skip,run away,6,5.2,6,#N/A,#N/A,#N/A
skipper,ship captain,4,,4,#N/A,#N/A,#N/A
skirl,to sound loudly and shrilly,14,16.6,16,#N/A,#N/A,#N/A
skirl,"a loud, shrill sound",14,16.6,16,#N/A,#N/A,#N/A
skirmish,small fight,10,11.4,10,#N/A,#N/A,#N/A
skirt,lower part of dress,4,5.3,4,#N/A,56.5,#N/A
skirt,woman or girl,10,5.3,10,#N/A,56.5,#N/A
skirt,to go around,10,5.3,10,#N/A,56.5,#N/A
skis,wood pieces for sliding on snow,2,7.2,4,#N/A,#N/A,#N/A
skit,short play,6,8.7,6,#N/A,#N/A,#N/A
skitter,to move lightly,12,10.8,12,#N/A,#N/A,#N/A
skittish,easily frightened,12,10.4,12,#N/A,#N/A,#N/A
skittles,old-fashioned game,12,7.1,12,#N/A,#N/A,#N/A
skivvies,underwear,10,9.7,10,#N/A,#N/A,#N/A
skoal,to your health!,12,,12,#N/A,#N/A,#N/A
skulduggery,trickery,12,13.6,12,#N/A,#N/A,#N/A
skulk,sneak around,14,12.8,16,#N/A,#N/A,#N/A
skulker,"a lazy, sneaky fellow",12,,12,#N/A,#N/A,#N/A
skull,headbone,2,7.2,4,#N/A,#N/A,#N/A
skullcap,cap without brim,13,14.1,13,#N/A,#N/A,#N/A
skunk,animal,2,6.7,4,#N/A,140,#N/A
skunk,worthless person,6,6.7,6,#N/A,140,#N/A
skunk,to trounce the other team,12,6.7,12,#N/A,140,#N/A
sky,"upper air, clouds",2,3.9,4,22,#N/A,#N/A
skycap,an airline porter,12,12.1,12,#N/A,#N/A,#N/A
sky-high,far up,6,,6,#N/A,#N/A,#N/A
skyjack,to seize an airplane,10,,10,#N/A,#N/A,#N/A
skylark,bird,12,7.9,12,#N/A,#N/A,#N/A
skylark,to play,14,7.9,16,#N/A,#N/A,#N/A
skylight,ceiling window,8,8.6,8,#N/A,#N/A,#N/A
skyline,horizon,6,11.0,6,#N/A,#N/A,#N/A
skyline,objects against the sky,6,11.0,6,#N/A,#N/A,#N/A
skyrocket,a firework,4,8.8,4,#N/A,#N/A,#N/A
skyrocket,to rise rapidly,8,8.8,8,#N/A,#N/A,#N/A
skyscraper,a tall building,2,8.3,4,#N/A,#N/A,#N/A
skywriting,making letters from airplane,4,9.9,4,#N/A,#N/A,#N/A
slab,"broad, flat piece",6,8.7,6,#N/A,#N/A,#N/A
slack,loose,6,8.8,6,#N/A,#N/A,#N/A
slack,dull period,10,8.8,10,#N/A,#N/A,#N/A
slack,careless,12,8.8,12,#N/A,#N/A,#N/A
slacken,slow down,6,12.2,6,#N/A,#N/A,#N/A
slacker,work dodger,10,8.8,10,#N/A,#N/A,#N/A
slacks,trousers,2,8.8,4,#N/A,#N/A,#N/A
slag,waste material,12,11.2,12,#N/A,#N/A,#N/A
slain,killed,6,9.5,6,#N/A,#N/A,#N/A
slake,quench,14,12.3,16,#N/A,#N/A,#N/A
slalom,a zigzag ski course,12,13.8,12,#N/A,#N/A,#N/A
slam,to bang shut,2,6.4,4,#N/A,#N/A,#N/A
slam,move hard with force,6,6.4,6,#N/A,#N/A,#N/A
slam,to criticize roughly,8,6.4,8,#N/A,#N/A,#N/A
slam,taking all 13 tricks,12,6.4,12,#N/A,#N/A,#N/A
slammer,jail,10,10.1,10,#N/A,#N/A,#N/A
slander,lie that hurts reputations,8,12.2,8,#N/A,#N/A,#N/A
slanderer,spreads false tales,8,13.8,8,#N/A,#N/A,#N/A
slanderous,making harmful statements,8,13.4,8,#N/A,#N/A,#N/A
slang,"new, popular language",4,9.7,4,#N/A,#N/A,#N/A
slant,on an angle,4,7.7,4,#N/A,#N/A,#N/A
slant,a point of view,10,7.7,10,#N/A,#N/A,#N/A
slanted,prejudiced,12,,12,#N/A,#N/A,#N/A
slanting,sloping,4,,4,#N/A,#N/A,#N/A
slantways,on a slope,4,,4,#N/A,#N/A,#N/A
slantwise,in a slanting way,6,,6,#N/A,#N/A,#N/A
slap,to hit in the face,2,5.1,4,#N/A,#N/A,#N/A
slap,an insult,12,5.1,12,#N/A,#N/A,#N/A
slapdash,"hastily, carelessly",12,12.3,12,#N/A,#N/A,#N/A
slap-happy,dizzy with joy,10,,10,#N/A,#N/A,#N/A
slapjack,card game,12,,12,#N/A,#N/A,#N/A
slapping,hitting in the face,2,5.1,4,#N/A,#N/A,#N/A
slapstick,rough comedy,12,12.3,12,#N/A,#N/A,#N/A
slash,deep cut,4,7.7,4,#N/A,#N/A,#N/A
slash,to cut prices a lot,6,7.7,6,#N/A,#N/A,#N/A
slat,a strip of wood,10,11.3,10,#N/A,#N/A,#N/A
slate,kind of rock,6,9.3,6,#N/A,#N/A,#N/A
slate,list of candidates,8,9.3,8,#N/A,#N/A,#N/A
slate,a small writing board,8,9.3,8,#N/A,#N/A,#N/A
slate,set up appointment,13,9.3,13,#N/A,#N/A,#N/A
slats,narrow boards,8,11.3,8,#N/A,#N/A,#N/A
slattern,sloppy woman,14,13.8,16,#N/A,#N/A,#N/A
slaughter,killing,6,9.8,6,#N/A,#N/A,#N/A
slaughterhouse,for butchering,6,10.8,6,#N/A,#N/A,#N/A
slave,a person who belongs to another,2,7.3,4,#N/A,#N/A,#N/A
slave,to work very hard,2,7.3,4,#N/A,#N/A,#N/A
slave driver,a hard boss,8,,8,#N/A,#N/A,#N/A
slaveholder,owns slaves,6,12.8,6,#N/A,#N/A,#N/A
slaver,to drool,12,10.4,12,#N/A,#N/A,#N/A
slavery,being a slave,2,8.5,4,#N/A,#N/A,#N/A
slavery,"hard, poorly-paid work",6,8.5,6,#N/A,#N/A,#N/A
slavish,following others blindly,12,13.1,12,#N/A,#N/A,#N/A
slaw,chopped cabbage,4,8.4,4,#N/A,#N/A,#N/A
slay,kill,6,9.5,6,#N/A,#N/A,#N/A
slayer,a killer,6,11.5,6,#N/A,#N/A,#N/A
sleazy,poor quality,14,11.9,16,#N/A,#N/A,#N/A
sled,something for sliding on snow,2,5.2,4,#N/A,#N/A,#N/A
sledge,a hammer,4,10.3,4,#N/A,86.5,#N/A
sledge,a heavy sled,14,10.3,16,#N/A,86.5,#N/A
sleek,smooth and shiny,4,10.4,4,#N/A,#N/A,8
sleep,to lie in rest,2,3.1,4,22,#N/A,#N/A
sleeper,one who sleeps,2,7.3,4,#N/A,#N/A,#N/A
sleeper,coach with folding beds,6,7.3,6,#N/A,#N/A,#N/A
sleeper,a deceptive football play,14,7.3,16,#N/A,#N/A,#N/A
sleeper,unexpected excellence,14,7.3,16,#N/A,#N/A,#N/A
sleepiest,needs rest the most,2,,4,#N/A,#N/A,#N/A
sleepless,without rest,2,8.5,4,#N/A,#N/A,#N/A
sleepwalker,unawakened wanderer,2,8.9,4,#N/A,#N/A,#N/A
sleepy,needs rest,2,3.4,4,25,#N/A,#N/A
sleet,freezing rain,4,9.9,4,#N/A,#N/A,#N/A
sleeve,part of shirt or coat,4,5.2,4,#N/A,#N/A,#N/A
sleeve,covering for a machine part,10,5.2,10,#N/A,#N/A,#N/A
sleeveless,without sleeves,2,6.8,4,#N/A,#N/A,#N/A
sleigh,a snow sled,2,6.2,4,#N/A,#N/A,#N/A
sleight,skill,14,12.4,16,#N/A,#N/A,#N/A
sleight of hand,juggling skill,6,,6,#N/A,#N/A,#N/A
slender,long and thin,4,10.1,4,#N/A,#N/A,#N/A
slender,slim,4,10.1,4,#N/A,#N/A,#N/A
slept,went to sleep,2,3.1,4,#N/A,#N/A,#N/A
sleuth,detective,14,11.2,16,#N/A,#N/A,#N/A
slew,killed,8,9.5,8,#N/A,#N/A,#N/A
slew,a swampy place,12,9.5,12,#N/A,#N/A,#N/A
slew,a great number,12,9.5,12,#N/A,#N/A,#N/A
slice,"a thin, flat piece",2,5.6,4,#N/A,#N/A,#N/A
slice,a golf term,10,5.6,10,#N/A,#N/A,#N/A
slick,smooth,4,9.4,4,#N/A,#N/A,#N/A
slick,slippery,4,9.4,4,#N/A,#N/A,#N/A
slick,expertly done,8,9.4,8,#N/A,#N/A,#N/A
slicker,"a sly, tricky person",8,9.3,8,#N/A,#N/A,#N/A
slicker,waterproof coat,10,9.3,10,#N/A,#N/A,#N/A
slicks,magazines on glossy paper,12,9.4,12,#N/A,#N/A,#N/A
slick-surfaced,has slippery outside,8,,8,#N/A,#N/A,#N/A
slid,moved along smoothly,2,4.8,4,#N/A,#N/A,#N/A
slide,to skim over ice,2,4.8,4,#N/A,22.1,0
slide,to move smoothly,2,4.8,4,#N/A,22.1,0
slide,to slip,2,4.8,4,#N/A,22.1,0
slide,fallen earth and rock,6,4.8,6,#N/A,22.1,0
slide,glass for a microscope,6,4.8,6,#N/A,22.1,0
slide,picture for projection,6,4.8,6,#N/A,22.1,0
slide,part of a trombone,8,4.8,8,#N/A,22.1,0
slide,a grace note,12,4.8,12,#N/A,22.1,0
slide rule,a calculating scale,8,,8,#N/A,#N/A,#N/A
slight,unimportant,4,9.3,4,#N/A,#N/A,#N/A
slight,not strong,10,9.3,10,#N/A,#N/A,#N/A
slight,to pay little attention to,10,9.3,10,#N/A,#N/A,#N/A
slight,not big,10,9.3,10,#N/A,#N/A,#N/A
slight,neglect,12,9.3,12,#N/A,#N/A,#N/A
slighting,snubbing,12,,12,#N/A,#N/A,#N/A
slightly,just a little,6,,6,#N/A,#N/A,#N/A
slightly built,slender in build,12,,12,#N/A,#N/A,#N/A
slily,in secrecy,12,,12,#N/A,#N/A,#N/A
slim,not fat,2,8.1,4,#N/A,#N/A,#N/A
slim,small,4,8.1,4,#N/A,#N/A,#N/A
slime,sticky substance,6,7.3,6,#N/A,#N/A,#N/A
slime,"soft, slippery mud",6,7.3,6,#N/A,#N/A,#N/A
slimy,covered with sticky mud,6,6.3,6,#N/A,#N/A,#N/A
slimy,filthy,12,6.3,12,#N/A,#N/A,#N/A
sling,bandage holding arm,4,8.4,4,#N/A,#N/A,#N/A
sling,rock-throwing weapon,6,8.4,6,#N/A,#N/A,#N/A
sling,to throw,6,8.4,6,#N/A,#N/A,#N/A
slingshot,shoots small stones,4,6.5,4,#N/A,#N/A,#N/A
slink,sneak,8,9.4,8,#N/A,#N/A,#N/A
slinky,slim and graceful,12,7.2,12,#N/A,#N/A,#N/A
slip,to lose your balance,2,5.7,4,#N/A,#N/A,0
slip,to get out of place,4,5.7,4,#N/A,#N/A,0
slip,to slide smoothly,4,5.7,4,#N/A,#N/A,0
slip,worn under dress,4,5.7,4,#N/A,#N/A,0
slip,to move quietly,4,5.7,4,#N/A,#N/A,0
slip,a small piece of paper,6,5.7,6,#N/A,#N/A,0
slip,to fall off in power,12,5.7,12,#N/A,#N/A,0
slip,part of a plant,12,5.7,12,#N/A,#N/A,0
slip,ship entrance between wharves,12,5.7,12,#N/A,#N/A,0
slip away,to go away quietly,4,,4,#N/A,#N/A,#N/A
slip by,to pass without being seen,2,,4,#N/A,#N/A,#N/A
slip cover,a removable furniture cover,6,,6,#N/A,#N/A,#N/A
slip up,to make a mistake,6,,6,#N/A,#N/A,#N/A
slipknot,slips easily,10,11.1,10,#N/A,#N/A,#N/A
slipped,got out of place,2,5.7,4,#N/A,#N/A,#N/A
slipper,,2,5.0,#N/A,23,#N/A,#N/A
slippers,"light, low shoes",2,5.0,4,#N/A,#N/A,#N/A
slippery,hard to catch or hold,4,6.7,4,#N/A,#N/A,1
slippery,wet or slick,4,6.7,4,#N/A,#N/A,1
slipshod,careless in dress,12,15.6,12,#N/A,#N/A,#N/A
slipstream,wind caused by propeller,12,12.6,12,#N/A,#N/A,#N/A
slit,a straight-line tear,4,8.5,4,#N/A,#N/A,#N/A
slit,cut in a straight line,4,8.5,4,#N/A,#N/A,#N/A
slither,slip and slide,13,8.1,13,#N/A,#N/A,5
sliver,splinter,6,7.1,6,#N/A,#N/A,#N/A
sliver,"a thin, sharp piece",8,7.1,8,#N/A,#N/A,#N/A
slob,an unattractive person,6,7.1,6,#N/A,#N/A,#N/A
slobber,saliva overflow,4,7.7,4,#N/A,#N/A,#N/A
sloe,plumlike fruit,14,,16,#N/A,#N/A,#N/A
sloe-eyed,black-eyed,12,,12,#N/A,#N/A,#N/A
slog,to work hard at something,12,12.6,12,#N/A,#N/A,#N/A
slog,to plod heavily,12,12.6,12,#N/A,#N/A,#N/A
slogan,a motto,6,10.8,6,#N/A,#N/A,#N/A
slogan,catchwords,8,10.8,8,#N/A,#N/A,#N/A
sloop,sailboat,12,11.1,12,#N/A,#N/A,#N/A
slop,spill,6,8.3,6,#N/A,#N/A,#N/A
slop,dirty water,10,8.3,10,#N/A,#N/A,#N/A
slop,food for pigs,10,8.3,10,#N/A,#N/A,#N/A
slope,a slant,2,7.9,4,#N/A,#N/A,#N/A
slope,gentle hill,4,7.9,4,#N/A,#N/A,#N/A
sloppy,careless,4,5.9,4,#N/A,#N/A,#N/A
sloppy,very wet,4,5.9,4,#N/A,#N/A,#N/A
slops,garbage for pigs,12,8.3,12,#N/A,#N/A,#N/A
slosh,to splash around,2,8.6,4,#N/A,#N/A,#N/A
sloshing,splashing through water,8,8.6,8,#N/A,#N/A,#N/A
slot,small opening,4,7.3,4,#N/A,#N/A,#N/A
slot machine,gambling device,4,,4,#N/A,#N/A,#N/A
slot machine,works by coins,4,,4,#N/A,#N/A,#N/A
sloth,laziness,12,9.9,12,#N/A,#N/A,#N/A
sloth,small animal,14,9.9,16,#N/A,#N/A,#N/A
slothful,slow and lazy,12,12.5,12,#N/A,#N/A,#N/A
slouch,take awkward position,6,8.6,6,#N/A,#N/A,#N/A
slouch,a lazy person,8,8.6,8,#N/A,#N/A,#N/A
slouchy,"awkward, untidy",8,8.4,8,#N/A,#N/A,#N/A
slough,a swampy place,12,11.8,12,#N/A,#N/A,#N/A
slough,to throw off,12,11.8,12,#N/A,#N/A,#N/A
sloven,dirty careless person,13,,13,#N/A,#N/A,#N/A
slovenly,untidy,14,13.4,16,#N/A,#N/A,#N/A
slow,without hurry,2,4.5,4,29,#N/A,#N/A
slow,not bright,10,4.5,10,29,#N/A,#N/A
slow down,to lose speed,2,,4,#N/A,#N/A,#N/A
slow up,to cut your speed,2,,4,#N/A,#N/A,#N/A
slowly,without hurrying,2,5.2,4,#N/A,#N/A,#N/A
slowness,not being fast,2,8.2,4,#N/A,#N/A,#N/A
slowpoke,moves lazily,2,5.5,4,#N/A,#N/A,#N/A
sludge,sewer sediment,12,8.8,12,#N/A,#N/A,#N/A
slug,hit hard,4,5.9,4,#N/A,#N/A,#N/A
slug,a rounded metal piece,6,5.9,6,#N/A,#N/A,#N/A
slug,a snail,12,5.9,12,#N/A,#N/A,#N/A
slug,unit of mass,13,5.9,13,#N/A,#N/A,#N/A
slugfest,big fight,12,11.8,12,#N/A,#N/A,#N/A
sluggard,lazy person,12,,12,#N/A,#N/A,#N/A
slugger,a hard hitter,4,8.4,4,#N/A,#N/A,#N/A
sluggish,slow-moving,10,9.1,10,#N/A,#N/A,5
slugs,bullets,8,5.9,8,#N/A,#N/A,#N/A
sluice,a canal gate,12,14.4,12,#N/A,#N/A,#N/A
sluice,washes gold ore,14,14.4,16,#N/A,#N/A,#N/A
slum,very poor neighborhood,6,10.6,6,#N/A,#N/A,#N/A
slum,a kind of stew,12,10.6,12,#N/A,#N/A,#N/A
slumber,sleep,6,8.4,6,#N/A,#N/A,#N/A
slumgullion,a kind of stew,12,,12,#N/A,#N/A,#N/A
slump,sudden fall,6,9.6,6,#N/A,#N/A,#N/A
slums,very poor neighborhood,4,10.6,4,#N/A,#N/A,#N/A
slung,thrown,10,8.4,10,#N/A,#N/A,#N/A
slunk,moved in a secret way,10,9.4,10,#N/A,#N/A,#N/A
slur,say unclearly,8,10.2,8,#N/A,#N/A,#N/A
slur,to run notes together,8,10.2,8,#N/A,#N/A,#N/A
slur,unkind remark,10,10.2,10,#N/A,#N/A,#N/A
slurp,to drink noisily,4,6.8,4,#N/A,#N/A,#N/A
slurry,a soupy mixture,12,12.9,12,#N/A,#N/A,#N/A
slurry,thin mud,14,12.9,16,#N/A,#N/A,#N/A
slush,partly-melted snow,4,7.4,4,#N/A,#N/A,#N/A
slush fund,money for political tricks,13,,13,#N/A,#N/A,#N/A
slushy,sloppy,4,7.1,4,#N/A,#N/A,#N/A
slut,dirty woman,12,12.5,12,#N/A,#N/A,#N/A
sly,tricky,4,8.6,4,#N/A,#N/A,1
sly,acting secretly,6,8.6,6,#N/A,#N/A,1
slyboots,a cunning person,12,,12,#N/A,#N/A,#N/A
slyly,in secrecy ,6,,6,#N/A,#N/A,#N/A
smack,to slap,2,5.5,4,#N/A,#N/A,#N/A
smack,"big, loud kiss",2,5.5,4,#N/A,#N/A,#N/A
smack,a lip sound showing pleasure,4,5.5,4,#N/A,#N/A,#N/A
smack,a slap,4,5.5,4,#N/A,#N/A,#N/A
smack,slight flavor of,10,5.5,10,#N/A,#N/A,#N/A
smack,small sailboat,14,5.5,16,#N/A,#N/A,#N/A
small,little,2,3.6,4,#N/A,#N/A,#N/A
small arms,pistols and rifles,12,,12,#N/A,#N/A,#N/A
small fry,little children,6,,6,#N/A,#N/A,#N/A
small fry,unimportant people,8,,8,#N/A,#N/A,#N/A
small letter,not a capital letter,4,,4,#N/A,#N/A,#N/A
smallness,being little,2,6.5,4,#N/A,#N/A,#N/A
smallpox,disease,2,10.7,4,#N/A,#N/A,#N/A
smart,quick at learning,2,5.7,4,#N/A,#N/A,#N/A
smart,stinging pain,6,5.7,6,#N/A,#N/A,#N/A
smart,quick or brisk,6,5.7,6,#N/A,#N/A,#N/A
smart,"to feel stung, hurt",8,5.7,8,#N/A,#N/A,#N/A
smart,"very neat, trim",8,5.7,8,#N/A,#N/A,#N/A
smart,very fashionable,8,5.7,8,#N/A,#N/A,#N/A
